order_id,customer_id,store_id,employee_id,order_date,payment_method,order_status
38397,10,97,416,2025-05-17,Debit Card,Cancelled
38398,155,88,31,2024-07-17,UPI,Completed
38399,944,65,95,2024-02-07,Credit Card,Completed
38400,422,81,435,2024-12-09,Cash,Cancelled
38401,302,71,857,2024-12-17,Net Banking,Pending
38402,494,24,210,2024-11-09,Net Banking,Cancelled
38403,138,97,911,2024-01-01,Net Banking,Cancelled
38404,157,22,818,2024-02-10,Debit Card,Cancelled
38405,222,81,90,2024-12-02,Debit Card,Completed
38406,437,37,221,2024-02-20,UPI,Pending
38407,596,88,454,2025-04-10,Net Banking,Returned
38408,263,98,497,2024-12-12,Credit Card,Returned
38409,319,63,352,2025-01-31,Cash,Pending
38410,919,73,309,2024-02-03,UPI,Returned
38411,805,51,669,2024-08-26,UPI,Returned
38412,900,28,201,2025-12-27,UPI,Cancelled
38413,552,65,283,2025-09-28,UPI,Completed
38414,991,46,112,2024-11-23,UPI,Pending
38415,571,27,189,2025-11-01,Net Banking,Pending
38416,664,63,295,2024-08-24,Net Banking,Returned
38417,927,79,809,2025-05-31,Credit Card,Completed
38418,232,20,910,2024-11-01,Debit Card,Pending
38419,200,56,778,2024-07-17,Cash,Pending
38420,792,65,609,2025-07-18,Net Banking,Returned
38421,952,89,29,2024-02-01,Cash,Pending
38422,46,24,968,2025-02-01,Credit Card,Completed
38423,752,80,694,2025-05-07,UPI,Pending
38424,36,32,339,2024-10-07,Cash,Pending
38425,918,42,295,2025-07-21,Cash,Completed
38426,599,64,863,2025-03-30,UPI,Completed
38427,833,56,281,2024-05-21,Net Banking,Completed
38428,30,47,383,2024-02-24,Cash,Completed
38429,291,43,34,2025-01-06,Credit Card,Completed
38430,570,58,769,2024-11-20,Cash,Cancelled
38431,329,15,230,2025-03-02,Net Banking,Completed
38432,297,8,36,2025-11-11,Net Banking,Completed
38433,94,47,389,2025-03-16,UPI,Completed
38434,141,42,166,2025-08-27,Credit Card,Completed
38435,558,59,143,2024-11-09,UPI,Cancelled
38436,498,64,754,2024-02-06,Cash,Completed
38437,60,69,60,2025-05-16,Cash,Pending
38438,623,96,87,2024-06-16,UPI,Cancelled
38439,339,24,517,2024-12-07,Cash,Returned
38440,620,32,601,2024-06-18,Debit Card,Completed
38441,540,22,509,2025-04-22,UPI,Cancelled
38442,211,62,400,2025-12-29,Credit Card,Completed
38443,299,8,726,2025-06-17,Net Banking,Pending
38444,543,87,152,2024-12-28,Debit Card,Pending
38445,666,39,267,2025-03-10,UPI,Cancelled
38446,341,88,929,2025-01-15,Credit Card,Cancelled
38447,761,38,363,2025-08-30,Net Banking,Completed
38448,580,84,265,2024-03-04,Net Banking,Returned
38449,129,68,357,2025-03-09,UPI,Pending
38450,87,82,399,2025-05-19,Debit Card,Cancelled
38451,7,52,934,2024-06-17,Net Banking,Completed
38452,791,27,493,2024-11-15,Net Banking,Completed
38453,53,67,110,2025-06-17,UPI,Pending
38454,762,93,325,2025-09-13,Cash,Cancelled
38455,770,69,940,2024-05-31,Cash,Completed
38456,162,99,555,2025-04-14,Debit Card,Cancelled
38457,485,30,647,2024-10-09,UPI,Returned
38458,897,93,417,2024-06-21,UPI,Cancelled
38459,223,51,501,2024-05-02,Credit Card,Pending
38460,680,29,755,2024-11-10,Credit Card,Returned
38461,763,37,128,2024-08-25,Net Banking,Completed
38462,600,86,102,2025-06-03,Debit Card,Cancelled
38463,846,54,114,2025-01-13,Net Banking,Completed
38464,897,2,802,2025-12-01,UPI,Returned
38465,961,50,194,2025-09-06,Net Banking,Pending
38466,577,56,489,2025-08-03,Cash,Completed
38467,625,38,802,2025-06-02,UPI,Pending
38468,862,44,831,2025-10-10,UPI,Completed
38469,8,25,555,2025-10-02,UPI,Pending
38470,718,37,324,2024-07-24,Debit Card,Cancelled
38471,558,55,926,2024-06-09,Debit Card,Pending
38472,987,81,179,2024-03-25,Net Banking,Cancelled
38473,612,96,808,2024-08-26,Credit Card,Pending
38474,201,50,1,2025-04-27,Cash,Cancelled
38475,689,44,12,2024-11-15,Cash,Cancelled
38476,494,99,59,2024-08-28,Debit Card,Completed
38477,213,68,746,2025-09-07,Credit Card,Completed
38478,552,89,488,2024-12-06,Cash,Cancelled
38479,849,66,15,2025-04-11,Credit Card,Completed
38480,892,3,333,2025-09-21,Net Banking,Completed
38481,469,79,651,2024-09-04,Cash,Returned
38482,921,71,464,2025-09-25,Debit Card,Pending
38483,937,96,350,2024-09-26,Credit Card,Completed
38484,559,78,120,2024-08-05,Net Banking,Completed
38485,927,81,447,2025-04-26,Net Banking,Returned
38486,645,86,21,2025-12-19,Net Banking,Pending
38487,649,48,688,2024-10-22,Credit Card,Cancelled
38488,956,35,308,2025-03-19,Cash,Completed
38489,71,14,435,2024-11-21,Net Banking,Pending
38490,338,52,546,2025-12-20,Debit Card,Returned
38491,619,81,174,2024-05-08,Net Banking,Pending
38492,806,85,225,2024-05-08,Credit Card,Completed
38493,358,26,642,2025-07-02,Cash,Cancelled
38494,87,73,221,2025-11-06,Debit Card,Cancelled
38495,189,29,845,2024-08-02,Net Banking,Completed
38496,816,52,239,2025-04-11,Credit Card,Cancelled
38497,886,58,287,2024-02-27,Net Banking,Pending
38498,273,30,749,2024-01-12,UPI,Returned
38499,902,72,943,2024-12-14,Debit Card,Cancelled
38500,926,41,401,2025-10-11,Debit Card,Returned
38501,978,17,421,2024-03-09,Credit Card,Pending
38502,105,27,161,2025-08-06,Debit Card,Cancelled
38503,844,96,160,2025-12-04,Net Banking,Cancelled
38504,703,75,500,2025-09-21,Net Banking,Pending
38505,18,56,571,2024-01-28,Cash,Cancelled
38506,825,8,956,2024-04-06,UPI,Cancelled
38507,204,39,766,2024-09-29,Credit Card,Cancelled
38508,783,85,412,2024-12-30,Net Banking,Cancelled
38509,595,51,837,2025-02-13,Debit Card,Completed
38510,786,62,47,2024-07-11,Credit Card,Returned
38511,631,23,603,2024-08-01,Debit Card,Returned
38512,368,7,380,2024-02-21,UPI,Returned
38513,214,33,340,2025-10-05,Debit Card,Cancelled
38514,204,48,98,2025-02-10,Debit Card,Completed
38515,732,29,954,2024-04-16,UPI,Completed
38516,366,35,484,2024-03-02,Net Banking,Cancelled
38517,314,55,464,2025-04-04,Debit Card,Completed
38518,244,78,737,2024-03-13,UPI,Completed
38519,597,41,514,2025-10-07,Net Banking,Returned
38520,912,79,520,2024-05-13,Credit Card,Cancelled
38521,300,72,210,2024-09-14,Cash,Completed
38522,749,66,865,2024-10-28,UPI,Completed
38523,809,49,889,2025-09-27,Debit Card,Completed
38524,819,24,558,2025-05-14,Debit Card,Pending
38525,550,34,615,2024-05-21,Cash,Returned
38526,544,19,277,2025-10-22,Net Banking,Pending
38527,763,11,208,2025-06-04,Net Banking,Pending
38528,80,75,676,2024-11-24,Credit Card,Completed
38529,318,15,885,2024-07-04,Net Banking,Completed
38530,445,82,757,2024-05-06,UPI,Pending
38531,588,66,768,2025-10-04,Cash,Pending
38532,523,30,447,2025-12-08,UPI,Pending
38533,378,39,479,2025-10-15,UPI,Completed
38534,858,97,654,2024-07-28,UPI,Returned
38535,518,14,979,2025-12-28,Cash,Cancelled
38536,546,96,450,2025-06-30,Cash,Completed
38537,869,82,565,2024-08-23,Credit Card,Completed
38538,686,62,531,2024-11-18,Net Banking,Cancelled
38539,322,39,865,2025-03-16,Credit Card,Pending
38540,821,97,600,2024-07-31,UPI,Completed
38541,994,37,873,2024-02-22,Credit Card,Returned
38542,671,5,984,2025-01-02,UPI,Cancelled
38543,564,93,901,2024-07-20,UPI,Cancelled
38544,814,33,594,2024-10-16,UPI,Pending
38545,659,27,75,2025-11-28,Debit Card,Cancelled
38546,857,75,3,2024-08-27,Cash,Completed
38547,556,83,165,2025-04-20,Net Banking,Completed
38548,804,12,661,2025-02-15,UPI,Completed
38549,42,43,285,2024-08-16,Cash,Returned
38550,349,23,950,2025-01-01,UPI,Completed
38551,426,2,655,2025-01-26,Net Banking,Returned
38552,459,67,643,2024-07-08,Cash,Completed
38553,29,9,76,2025-03-05,Cash,Returned
38554,99,46,225,2024-07-18,Net Banking,Completed
38555,569,64,601,2025-06-24,Credit Card,Completed
38556,560,24,976,2025-11-19,Credit Card,Returned
38557,364,29,92,2025-12-28,Debit Card,Cancelled
38558,844,18,800,2025-12-25,UPI,Completed
38559,994,21,131,2025-06-21,Credit Card,Returned
38560,150,81,335,2025-08-10,Credit Card,Completed
38561,680,64,322,2025-12-13,Net Banking,Completed
38562,990,60,142,2025-07-24,Debit Card,Completed
38563,309,79,6,2025-03-30,Debit Card,Cancelled
38564,31,57,948,2024-02-05,Credit Card,Cancelled
38565,889,35,885,2024-12-07,UPI,Returned
38566,301,35,842,2025-05-23,UPI,Completed
38567,994,2,483,2025-06-01,UPI,Pending
38568,880,64,846,2024-10-30,UPI,Cancelled
38569,708,98,690,2024-07-08,Credit Card,Cancelled
38570,120,2,901,2025-08-05,Cash,Cancelled
38571,117,60,316,2025-07-30,Cash,Completed
38572,793,77,244,2024-12-25,Cash,Cancelled
38573,106,70,158,2024-06-06,Debit Card,Completed
38574,840,17,505,2025-01-05,Net Banking,Completed
38575,812,75,139,2025-01-07,UPI,Cancelled
38576,365,59,259,2024-04-09,Credit Card,Returned
38577,765,38,940,2024-02-04,UPI,Pending
38578,197,97,856,2025-01-01,Cash,Cancelled
38579,731,80,485,2024-11-30,UPI,Completed
38580,884,26,831,2025-12-04,Cash,Pending
38581,972,7,757,2024-08-17,Net Banking,Completed
38582,534,65,291,2024-12-30,Net Banking,Completed
38583,812,25,566,2025-01-26,Debit Card,Completed
38584,184,10,606,2025-01-04,Net Banking,Pending
38585,606,24,936,2025-10-14,Credit Card,Completed
38586,866,35,65,2024-07-24,Debit Card,Returned
38587,384,75,369,2024-02-10,Debit Card,Pending
38588,252,33,113,2024-08-27,Credit Card,Completed
38589,208,8,911,2025-01-28,Cash,Returned
38590,373,46,783,2024-12-12,Cash,Pending
38591,775,23,85,2025-04-13,Debit Card,Cancelled
38592,293,1,835,2024-03-27,UPI,Cancelled
38593,290,50,269,2025-03-17,UPI,Cancelled
38594,736,71,791,2025-09-08,Credit Card,Pending
38595,927,14,798,2024-08-06,UPI,Cancelled
38596,778,53,995,2024-10-24,UPI,Cancelled
38597,114,92,149,2024-07-06,Cash,Returned
38598,878,10,257,2024-06-02,Net Banking,Cancelled
38599,133,44,785,2025-04-09,Credit Card,Cancelled
38600,949,41,783,2025-10-14,Credit Card,Pending
38601,670,41,897,2024-06-09,Credit Card,Pending
38602,316,67,588,2025-01-02,Cash,Returned
38603,112,16,741,2024-05-06,Cash,Returned
38604,1,90,369,2025-02-08,Credit Card,Cancelled
38605,628,41,732,2024-03-04,UPI,Completed
38606,620,85,255,2025-01-08,Debit Card,Cancelled
38607,392,19,742,2024-06-17,Cash,Cancelled
38608,159,55,425,2025-10-11,UPI,Returned
38609,667,49,409,2025-12-30,Debit Card,Completed
38610,984,23,187,2024-07-04,Net Banking,Completed
38611,828,64,54,2024-08-19,Net Banking,Completed
38612,991,37,10,2025-07-24,Net Banking,Pending
38613,183,29,991,2024-04-05,Net Banking,Pending
38614,571,5,752,2025-09-26,Net Banking,Cancelled
38615,4,78,415,2024-07-30,Cash,Completed
38616,745,62,190,2025-07-15,UPI,Completed
38617,727,16,38,2024-01-09,Credit Card,Cancelled
38618,745,51,513,2025-09-29,Debit Card,Completed
38619,393,51,438,2025-06-28,UPI,Returned
38620,635,55,231,2024-08-21,UPI,Cancelled
38621,460,82,162,2025-03-21,Net Banking,Returned
38622,167,91,740,2025-01-22,Credit Card,Returned
38623,400,10,236,2025-10-09,Cash,Completed
38624,938,88,58,2024-07-31,Net Banking,Cancelled
38625,582,57,626,2025-09-17,Debit Card,Returned
38626,481,73,310,2024-11-07,Cash,Completed
38627,991,98,226,2025-07-21,Cash,Cancelled
38628,924,45,205,2024-04-19,Credit Card,Cancelled
38629,410,12,91,2024-07-03,Debit Card,Cancelled
38630,953,35,509,2024-04-02,Cash,Pending
38631,343,32,203,2024-07-08,Credit Card,Pending
38632,142,6,134,2024-04-08,Debit Card,Cancelled
38633,379,22,590,2025-12-13,UPI,Returned
38634,515,49,571,2025-10-29,UPI,Completed
38635,712,58,283,2025-12-12,Net Banking,Completed
38636,21,52,565,2024-03-08,Cash,Pending
38637,524,46,866,2024-08-12,UPI,Cancelled
38638,409,11,608,2025-04-02,Cash,Pending
38639,940,37,168,2025-01-17,Cash,Cancelled
38640,915,97,589,2025-02-20,UPI,Completed
38641,972,38,146,2025-05-12,Credit Card,Pending
38642,979,50,552,2024-09-02,Net Banking,Pending
38643,501,97,523,2024-11-19,Net Banking,Returned
38644,400,72,92,2024-01-31,Net Banking,Returned
38645,242,86,939,2024-04-05,Credit Card,Completed
38646,302,100,210,2024-05-20,Debit Card,Pending
38647,84,66,302,2025-11-01,Debit Card,Pending
38648,315,47,332,2024-08-08,Credit Card,Cancelled
38649,484,86,32,2024-04-29,Credit Card,Completed
38650,491,88,568,2025-01-11,Cash,Cancelled
38651,267,48,663,2025-01-22,Debit Card,Completed
38652,216,53,118,2024-07-02,Net Banking,Returned
38653,347,17,393,2025-05-18,Cash,Returned
38654,800,98,321,2024-04-22,Cash,Completed
38655,400,35,848,2025-03-15,Credit Card,Returned
38656,907,84,938,2024-05-29,Cash,Pending
38657,641,85,118,2025-10-08,Net Banking,Cancelled
38658,624,62,71,2025-07-27,Debit Card,Completed
38659,850,51,93,2025-08-09,Debit Card,Cancelled
38660,547,88,897,2024-10-19,UPI,Returned
38661,874,13,475,2025-04-09,Credit Card,Returned
38662,550,69,994,2024-11-28,Credit Card,Pending
38663,37,57,397,2025-07-30,Net Banking,Completed
38664,554,33,594,2025-06-03,Cash,Returned
38665,751,91,709,2025-09-26,Debit Card,Completed
38666,339,100,866,2024-06-13,Net Banking,Completed
38667,652,82,889,2024-07-27,Cash,Completed
38668,697,12,906,2024-09-21,Cash,Returned
38669,50,29,595,2025-03-18,Net Banking,Completed
38670,802,33,698,2025-12-01,Cash,Pending
38671,602,46,364,2025-01-16,Net Banking,Returned
38672,775,66,238,2024-06-01,UPI,Returned
38673,528,39,386,2025-10-03,UPI,Returned
38674,29,75,886,2025-08-28,Net Banking,Pending
38675,842,18,671,2025-11-22,Debit Card,Completed
38676,280,83,265,2024-12-07,UPI,Cancelled
38677,10,76,900,2025-01-10,Debit Card,Cancelled
38678,900,26,320,2024-07-31,Credit Card,Pending
38679,65,86,696,2024-02-12,UPI,Completed
38680,364,42,51,2024-03-22,Credit Card,Completed
38681,497,71,388,2024-03-09,Net Banking,Cancelled
38682,110,94,365,2024-01-15,Debit Card,Returned
38683,719,34,255,2025-06-25,Cash,Returned
38684,839,57,969,2025-12-27,Credit Card,Returned
38685,826,86,836,2024-09-13,Credit Card,Completed
38686,110,67,120,2025-02-26,Net Banking,Completed
38687,327,15,872,2025-07-07,Credit Card,Pending
38688,526,64,594,2025-08-04,Debit Card,Completed
38689,920,7,42,2025-08-20,Net Banking,Cancelled
38690,634,54,411,2024-05-03,Debit Card,Completed
38691,393,53,376,2024-12-03,UPI,Returned
38692,954,2,467,2025-01-10,Net Banking,Returned
38693,508,94,160,2025-03-19,Credit Card,Completed
38694,926,94,946,2025-12-06,Net Banking,Cancelled
38695,999,47,801,2025-09-20,Net Banking,Cancelled
38696,269,14,261,2025-05-14,UPI,Pending
38697,800,6,889,2024-10-07,UPI,Cancelled
38698,969,62,496,2025-10-25,Net Banking,Completed
38699,102,51,101,2025-09-19,Cash,Pending
38700,370,67,453,2025-04-23,UPI,Completed
38701,350,41,788,2025-02-20,Net Banking,Pending
38702,893,83,545,2025-01-17,UPI,Returned
38703,685,29,139,2024-11-25,Credit Card,Returned
38704,200,33,815,2025-05-04,Net Banking,Cancelled
38705,165,17,211,2025-11-11,Cash,Pending
38706,694,52,317,2025-08-04,Debit Card,Cancelled
38707,580,82,851,2025-07-01,UPI,Completed
38708,926,29,151,2025-06-13,Credit Card,Returned
38709,559,7,803,2024-09-23,Credit Card,Returned
38710,458,47,617,2025-01-30,Net Banking,Completed
38711,638,83,191,2025-04-10,UPI,Completed
38712,933,15,683,2025-12-29,UPI,Completed
38713,311,13,950,2024-04-08,UPI,Returned
38714,962,73,789,2025-05-04,Credit Card,Cancelled
38715,232,11,153,2024-06-27,UPI,Returned
38716,493,30,378,2025-01-02,Credit Card,Completed
38717,677,89,125,2024-04-23,Cash,Completed
38718,651,23,296,2024-11-11,Net Banking,Returned
38719,998,96,76,2024-09-26,Net Banking,Completed
38720,46,53,7,2025-05-12,Cash,Returned
38721,55,30,818,2024-10-09,Credit Card,Cancelled
38722,372,15,581,2024-06-14,UPI,Cancelled
38723,743,61,874,2025-03-12,Cash,Returned
38724,504,50,819,2025-12-16,Cash,Completed
38725,308,94,630,2025-05-19,UPI,Pending
38726,574,29,451,2025-10-08,Net Banking,Returned
38727,116,100,298,2025-09-30,Net Banking,Cancelled
38728,914,99,343,2024-10-06,Credit Card,Pending
38729,818,99,132,2025-12-03,Cash,Pending
38730,184,52,286,2024-10-07,UPI,Cancelled
38731,640,86,977,2025-03-27,Debit Card,Completed
38732,304,46,106,2024-09-19,Credit Card,Cancelled
38733,163,80,772,2025-07-25,Cash,Returned
38734,901,47,803,2025-12-09,Cash,Completed
38735,953,78,693,2025-07-09,Debit Card,Returned
38736,313,25,730,2024-03-19,Credit Card,Cancelled
38737,203,34,765,2025-02-18,Credit Card,Pending
38738,222,49,631,2025-04-18,UPI,Cancelled
38739,505,90,834,2025-11-06,Net Banking,Completed
38740,594,68,556,2024-03-25,Cash,Cancelled
38741,110,24,97,2025-06-28,Cash,Returned
38742,973,93,312,2024-11-14,Cash,Pending
38743,854,21,408,2025-11-24,UPI,Pending
38744,966,66,161,2024-11-28,Credit Card,Completed
38745,12,85,873,2025-01-03,Credit Card,Pending
38746,56,20,906,2025-11-28,UPI,Cancelled
38747,541,9,286,2025-04-27,Net Banking,Returned
38748,912,19,12,2025-07-14,Net Banking,Cancelled
38749,568,59,116,2025-07-02,UPI,Pending
38750,108,76,781,2024-07-28,Cash,Pending
38751,771,42,693,2025-02-17,Debit Card,Returned
38752,83,52,525,2024-02-17,Cash,Completed
38753,177,55,395,2025-07-20,Credit Card,Pending
38754,79,68,96,2024-06-29,Net Banking,Cancelled
38755,273,56,963,2024-12-21,UPI,Pending
38756,282,59,155,2025-01-22,Cash,Completed
38757,640,59,751,2025-03-20,Net Banking,Completed
38758,953,69,398,2025-11-16,UPI,Completed
38759,730,33,558,2025-09-27,UPI,Cancelled
38760,938,24,644,2025-06-29,Cash,Returned
38761,493,100,159,2025-05-18,Credit Card,Returned
38762,668,99,276,2025-07-10,Debit Card,Pending
38763,946,11,549,2024-07-20,Credit Card,Completed
38764,756,47,544,2025-11-07,Credit Card,Returned
38765,57,79,511,2025-12-08,Debit Card,Pending
38766,890,86,627,2024-05-22,Net Banking,Completed
38767,667,35,312,2025-11-12,UPI,Completed
38768,687,26,854,2024-09-23,Net Banking,Completed
38769,748,74,854,2025-11-07,Credit Card,Completed
38770,151,27,529,2024-03-06,UPI,Pending
38771,704,93,796,2025-05-18,Cash,Completed
38772,825,94,985,2025-09-20,UPI,Returned
38773,75,73,64,2024-12-18,Net Banking,Pending
38774,66,82,976,2024-08-15,Net Banking,Returned
38775,623,26,715,2024-08-04,Credit Card,Completed
38776,26,25,38,2024-07-03,Debit Card,Pending
38777,361,68,568,2024-11-26,Debit Card,Pending
38778,574,64,312,2025-07-11,Net Banking,Completed
38779,165,46,566,2025-06-20,UPI,Cancelled
38780,702,75,163,2024-01-17,Cash,Completed
38781,826,30,449,2024-12-31,UPI,Pending
38782,847,67,808,2025-01-28,Cash,Returned
38783,23,62,523,2024-04-06,UPI,Completed
38784,985,90,132,2024-04-23,Credit Card,Completed
38785,586,35,308,2024-07-03,UPI,Pending
38786,872,34,158,2024-05-27,Debit Card,Cancelled
38787,453,23,92,2024-04-01,Net Banking,Completed
38788,55,28,374,2025-08-21,Credit Card,Pending
38789,227,6,886,2024-04-05,Credit Card,Completed
38790,699,29,922,2025-03-13,Net Banking,Cancelled
38791,158,32,631,2024-01-13,Credit Card,Completed
38792,409,70,291,2024-05-02,Net Banking,Cancelled
38793,584,91,982,2025-06-08,Cash,Completed
38794,12,62,609,2024-06-13,Net Banking,Returned
38795,654,40,313,2024-11-16,Net Banking,Completed
38796,983,53,651,2025-02-15,UPI,Completed
38797,624,92,952,2024-06-05,Cash,Completed
38798,755,4,112,2024-07-21,Cash,Pending
38799,782,12,602,2024-07-25,UPI,Pending
38800,44,63,935,2024-11-04,UPI,Pending
38801,747,4,968,2025-03-05,Debit Card,Pending
38802,470,90,183,2024-07-28,Net Banking,Returned
38803,559,18,163,2024-05-10,UPI,Returned
38804,15,26,978,2024-01-16,UPI,Pending
38805,476,98,106,2025-12-10,Credit Card,Cancelled
38806,559,21,853,2024-05-24,Debit Card,Cancelled
38807,258,5,67,2025-12-11,Net Banking,Pending
38808,545,78,530,2024-04-18,Cash,Completed
38809,728,89,760,2025-03-08,Debit Card,Returned
38810,833,29,446,2024-11-23,Net Banking,Returned
38811,178,73,763,2024-03-20,Credit Card,Completed
38812,926,49,488,2025-10-12,Net Banking,Completed
38813,969,19,835,2025-12-27,Cash,Returned
38814,858,39,833,2024-07-11,Debit Card,Cancelled
38815,63,81,360,2025-10-22,Net Banking,Completed
38816,393,1,43,2024-05-05,Credit Card,Cancelled
38817,456,73,614,2025-03-18,Cash,Returned
38818,142,77,886,2025-04-26,Net Banking,Cancelled
38819,454,11,816,2024-08-30,Credit Card,Pending
38820,512,81,45,2024-09-07,Credit Card,Completed
38821,537,98,981,2024-02-11,Credit Card,Pending
38822,715,39,677,2025-11-09,Net Banking,Returned
38823,994,97,769,2025-12-01,Net Banking,Pending
38824,501,99,645,2024-03-16,UPI,Cancelled
38825,437,76,348,2025-04-12,Debit Card,Returned
38826,501,41,30,2025-11-14,UPI,Returned
38827,312,98,462,2024-02-27,UPI,Returned
38828,396,77,257,2025-04-10,Net Banking,Cancelled
38829,423,71,865,2025-03-16,Credit Card,Completed
38830,606,24,620,2024-08-25,Net Banking,Completed
38831,742,5,691,2024-10-28,Cash,Cancelled
38832,316,56,301,2024-11-24,Credit Card,Cancelled
38833,473,34,920,2025-07-12,Credit Card,Completed
38834,828,44,1,2024-08-30,Debit Card,Returned
38835,167,51,642,2025-04-14,Credit Card,Completed
38836,913,82,394,2025-07-01,Cash,Pending
38837,612,100,697,2024-10-05,UPI,Returned
38838,731,33,159,2024-04-10,UPI,Cancelled
38839,628,93,905,2025-06-09,UPI,Returned
38840,478,3,647,2024-01-05,UPI,Cancelled
38841,944,58,595,2024-01-24,Cash,Completed
38842,864,35,938,2025-07-07,Debit Card,Cancelled
38843,499,87,915,2024-02-05,Net Banking,Returned
38844,394,1,789,2024-07-08,Credit Card,Completed
38845,52,63,503,2024-10-03,UPI,Pending
38846,428,36,40,2024-10-12,UPI,Cancelled
38847,782,87,16,2025-10-03,Net Banking,Completed
38848,557,54,801,2025-01-01,Cash,Pending
38849,442,29,903,2024-12-22,Credit Card,Cancelled
38850,766,69,240,2025-09-14,Credit Card,Returned
38851,583,17,272,2024-10-06,Net Banking,Returned
38852,113,65,225,2024-02-25,Net Banking,Completed
38853,34,69,701,2025-08-27,UPI,Completed
38854,504,42,322,2024-08-01,Cash,Pending
38855,768,79,725,2025-04-22,Net Banking,Cancelled
38856,721,88,82,2025-06-04,Credit Card,Cancelled
38857,1,33,636,2025-01-06,Cash,Completed
38858,2,28,803,2024-01-19,UPI,Returned
38859,836,41,763,2025-11-25,UPI,Pending
38860,318,45,326,2024-02-15,Cash,Returned
38861,208,39,698,2025-11-22,Net Banking,Completed
38862,43,18,453,2024-04-25,Debit Card,Completed
38863,538,72,775,2024-08-21,Net Banking,Completed
38864,916,72,771,2025-01-27,Cash,Pending
38865,150,50,857,2024-07-10,Net Banking,Pending
38866,696,22,592,2025-12-24,UPI,Pending
38867,750,46,487,2024-09-26,Cash,Returned
38868,801,21,241,2024-05-13,UPI,Completed
38869,959,1,751,2025-03-20,Credit Card,Pending
38870,48,41,258,2024-07-26,Net Banking,Returned
38871,199,70,78,2024-01-13,Credit Card,Pending
38872,101,15,201,2024-02-27,Net Banking,Completed
38873,713,4,164,2024-06-21,Debit Card,Returned
38874,628,96,642,2025-04-02,Net Banking,Pending
38875,718,50,224,2024-12-12,Net Banking,Returned
38876,658,9,187,2024-06-26,Credit Card,Pending
38877,95,68,81,2025-06-17,Cash,Cancelled
38878,880,79,316,2025-09-28,UPI,Completed
38879,833,57,610,2024-04-23,Net Banking,Cancelled
38880,671,95,505,2025-11-25,Cash,Cancelled
38881,493,39,953,2024-10-02,Cash,Returned
38882,817,92,186,2024-08-05,UPI,Completed
38883,612,91,550,2025-01-22,Cash,Completed
38884,596,11,553,2025-06-12,Cash,Cancelled
38885,228,24,41,2025-09-05,Cash,Completed
38886,814,28,141,2025-08-19,Net Banking,Pending
38887,177,97,325,2025-12-14,Credit Card,Returned
38888,24,19,419,2025-07-29,Net Banking,Completed
38889,38,94,215,2024-06-03,Net Banking,Pending
38890,180,76,995,2024-11-22,UPI,Completed
38891,741,38,41,2024-04-29,Cash,Completed
38892,541,62,918,2024-01-23,Debit Card,Cancelled
38893,152,100,632,2024-10-18,Debit Card,Cancelled
38894,329,28,174,2024-07-24,UPI,Cancelled
38895,768,36,877,2024-08-18,Credit Card,Completed
38896,130,34,373,2025-11-18,Debit Card,Cancelled
38897,281,17,52,2025-02-27,UPI,Returned
38898,943,96,489,2025-05-28,Credit Card,Pending
38899,682,95,341,2025-12-14,Debit Card,Completed
38900,215,72,931,2025-10-14,Credit Card,Returned
38901,256,37,800,2025-08-26,Debit Card,Completed
38902,977,53,701,2024-02-07,Net Banking,Completed
38903,928,14,414,2024-04-18,UPI,Returned
38904,193,64,373,2025-10-23,Cash,Cancelled
38905,388,86,632,2024-02-12,Credit Card,Returned
38906,381,55,744,2025-05-14,Net Banking,Completed
38907,495,86,796,2025-05-06,Credit Card,Pending
38908,257,38,977,2024-02-05,Cash,Pending
38909,637,82,887,2024-12-28,UPI,Pending
38910,634,84,958,2024-03-19,Debit Card,Cancelled
38911,827,36,15,2025-11-05,Debit Card,Completed
38912,189,30,845,2025-07-10,Net Banking,Returned
38913,463,6,39,2024-09-09,Debit Card,Completed
38914,697,82,306,2025-06-24,Cash,Returned
38915,781,53,97,2024-03-21,UPI,Returned
38916,589,22,806,2024-05-01,Net Banking,Completed
38917,575,19,706,2025-11-29,Cash,Completed
38918,935,62,749,2025-11-04,Credit Card,Cancelled
38919,191,40,300,2025-04-28,Credit Card,Pending
38920,429,23,122,2025-03-18,Cash,Cancelled
38921,881,98,451,2025-08-11,UPI,Returned
38922,642,18,64,2024-10-29,UPI,Completed
38923,553,43,249,2025-09-07,Debit Card,Cancelled
38924,298,20,223,2024-04-08,Net Banking,Completed
38925,151,82,354,2024-02-23,Net Banking,Returned
38926,813,44,408,2024-08-10,UPI,Cancelled
38927,59,8,772,2024-04-20,Net Banking,Pending
38928,879,95,108,2025-12-13,Credit Card,Cancelled
38929,26,78,852,2025-01-26,Cash,Completed
38930,262,73,475,2024-12-25,Cash,Returned
38931,640,26,201,2024-05-05,Cash,Cancelled
38932,833,47,859,2024-12-09,Debit Card,Returned
38933,590,73,204,2024-12-10,Net Banking,Cancelled
38934,548,33,855,2024-05-22,Net Banking,Returned
38935,278,78,602,2025-12-28,UPI,Pending
38936,592,38,118,2024-06-06,UPI,Completed
38937,775,63,847,2025-02-12,Credit Card,Cancelled
38938,34,14,181,2025-02-23,Cash,Completed
38939,242,53,211,2025-03-01,Credit Card,Cancelled
38940,142,81,97,2025-04-20,Debit Card,Returned
